Seed,Sample Size,True Effect 1,True Effect 2,Causal Effect Estimate 1 (Cumulant),Causal Effect Estimate 2 (Cumulant),Causal Effect Estimate 1 (Min Norm),Causal Effect Estimate 2 (Min Norm),Distance to Line,GRICA Effect Estimate 1,GRICA Effect Estimate 2
32,10,0.7139546914981076,0.5666000492104116,0.43101084034947945,0.5567944909350032,0.07410513463731101,-0.044021072341082414,-0.14019420173704858,0.34306538105010986,0.5735954642295837
32,1000,0.7139546914981076,0.5666000492104116,0.8182797860324033,0.7861272613779122,0.0713997571631537,-0.06281581660128718,-0.06280909831404158,0.3907487094402313,0.6018745303153992
32,100000,0.7139546914981076,0.5666000492104116,0.6779075953055238,0.5246158398260707,0.10374219044918635,-0.09598054156604119,0.002087845410254838,0.442962646484375,0.5777850151062012
32,10000000,0.7139546914981076,0.5666000492104116,0.7166264990460957,0.5689230434023645,0.09619682760003251,-0.0905074416419109,0.00035599839850600456,0.442962646484375,0.5777850151062012
33,10,-0.8286277829648676,-0.7110204269757444,-2.085873125540465,-0.6429199264017638,-1.4969819085788856,0.6709593059860881,1.1565551466513764,-2.355217933654785,-1.0576527118682861
33,1000,-0.8286277829648676,-0.7110204269757444,-0.7696069249888905,-0.6115049605553743,-0.14784275297620209,0.12483770317786051,0.021706815981182438,-0.8033952116966248,-1.0004621744155884
33,100000,-0.8286277829648676,-0.7110204269757444,-0.6375627626571432,-0.5041705319425358,-0.10962929510298725,0.09637413658381137,-0.007878489024736725,-0.8060702085494995,-1.0837782621383667
33,10000000,-0.8286277829648676,-0.7110204269757444,-0.7635627477992277,-0.6389320543497472,-0.11394766772065172,0.10015364086991099,-0.0014549298650188291,-0.8060702085494995,-1.0837782621383667
34,10,0.70591922067731,-0.8571590152114037,1.732326471748943,-0.5397818801118246,0.14824849692337078,-0.8245785082432409,-0.159636053340254,1.4565508365631104,-0.4997308552265167
34,1000,0.70591922067731,-0.8571590152114037,0.4736988877292587,-1.032402862923544,0.6429858304112422,-0.9132087518288241,0.009081830419588216,0.7391155362129211,-0.6174799203872681
34,100000,0.70591922067731,-0.8571590152114037,0.6891173931526,-0.8639706494492406,0.6326737167052127,-0.9034954002690468,-0.003788419270158286,0.7683718800544739,-0.5984036922454834
34,10000000,0.70591922067731,-0.8571590152114037,0.6872181457886096,-0.8698377315447344,0.6341416212124734,-0.9069490058564059,-0.0003042386296051661,0.7683718800544739,-0.5984036922454834
35,10,0.7018324780041424,0.8526474507574657,-0.8052074569898618,1.843959555901534,-0.4622715415086478,1.9262587358296652,1.2481603128768293,1.2682454586029053,1.592991590499878
35,1000,0.7018324780041424,0.8526474507574657,0.15921448719590317,0.34617775591516153,-0.08443180512214397,0.07619582660257383,0.06809951188459765,0.8857919573783875,0.45259594917297363
35,100000,0.7018324780041424,0.8526474507574657,0.9203952461003376,1.1335299834990964,0.01275771789362041,-0.010124893243584327,0.0033617862840438066,0.9100560545921326,0.43024277687072754
35,10000000,0.7018324780041424,0.8526474507574657,0.709432865448142,0.8625383014674668,0.015506307418264625,-0.01229969274955859,0.00018802547499638573,0.9100560545921326,0.43024277687072754
36,10,0.7125652546274042,0.5973568145222495,1.191007792966335,-0.5079792052644259,0.9838299155312721,0.26402440480596023,0.1402641915977312,0.9778963327407837,0.07043597102165222
36,1000,0.7125652546274042,0.5973568145222495,0.8360690357707274,0.5442210022672336,0.6361063611541898,0.7207101602331007,0.04387165929401764,0.40078169107437134,0.36665916442871094
