Seed,Sample Size,True Effect,Effect Estimate,Cross Moment Effect Estimate,GRICA Effect Estimate
36,10,0.5009463900176845,-2.9500871855136657,106.89370656607753,0.25734958052635193
36,1000,0.5009463900176845,0.6025160407285459,0.6346501583098251,0.5765162110328674
36,100000,0.5009463900176845,0.5114514343159295,0.5233964869482535,0.586664080619812
36,10000000,0.5009463900176845,0.49804504094706,0.49947359113983475,0.586664080619812
37,10,0.5787217152314097,0.2833939762223198,0.7366956902615549,0.4819408059120178
37,1000,0.5787217152314097,0.48939717656426845,0.675742770540582,0.43078145384788513
37,100000,0.5787217152314097,0.033019730690185226,0.5812147953673827,0.3941175937652588
37,10000000,0.5787217152314097,0.5706827321829168,0.5776264391662751,0.3941175937652588
38,10,0.7249052576939023,-0.824884929158606,0.43303476916417605,0.04371696710586548
38,1000,0.7249052576939023,0.38800074849994987,0.6036161536288805,0.555599570274353
38,100000,0.7249052576939023,0.760070524973062,0.7408041065554638,0.5269765257835388
38,10000000,0.7249052576939023,0.7159918618911705,0.7247074850540435,0.5269765257835388
39,10,-0.8785040475357668,-0.9582011025129327,-0.49060464574520857,-0.7205987572669983
39,1000,-0.8785040475357668,-0.2242644742544393,-1.1124253620086857,-0.8007027506828308
39,100000,-0.8785040475357668,-0.27015234101426344,-0.881519747126122,-0.7750095725059509
39,10000000,-0.8785040475357668,-0.008962596473264403,-0.8782445349820067,-0.7750095725059509
40,10,0.8617068868926911,-0.09445016462698269,1.0630642200417215,1.0985904932022095
40,1000,0.8617068868926911,1.2804801959790033,0.9196221649238875,1.0504027605056763
40,100000,0.8617068868926911,0.9144197404701879,0.8611088724672895,1.0706623792648315
40,10000000,0.8617068868926911,0.8573359766338511,0.8614146444311793,1.0706623792648315
41,10,0.5278081871246422,2.1440174649002275,3.806708466295843,0.3791087865829468
41,1000,0.5278081871246422,0.2652534455804687,0.6487406760387234,0.7025542259216309
41,100000,0.5278081871246422,0.3483849996301554,0.5386588395388342,0.6739429235458374
41,10000000,0.5278081871246422,0.5350215469906848,0.5294263494216118,0.6739429235458374
42,10,0.5733618039413735,0.28068130332582963,0.9474112987569236,0.8432773351669312
42,1000,0.5733618039413735,1.9362860697595448,0.7400424882463901,0.722845196723938
42,100000,0.5733618039413735,0.575545058149349,0.5964342793091467,0.7119218111038208
42,10000000,0.5733618039413735,0.5743836099358955,0.5738080123167658,0.7119218111038208
43,10,0.5884115983537486,0.31649733082831777,-2.0287849742094726,0.11056244373321533
43,1000,0.5884115983537486,-0.16054177289407648,0.5386744849861518,0.4440487027168274
43,100000,0.5884115983537486,0.527795860547185,0.612016901427163,0.4039599597454071
43,10000000,0.5884115983537486,0.5863790383336852,0.5883727506777892,0.4039599597454071
44,10,0.8829888276271669,2.0245872861255902,3.1090211807070847,2.939983606338501
44,1000,0.8829888276271669,0.9696565824741659,1.0219365486364145,1.2828809022903442
44,100000,0.8829888276271669,0.8977134346964015,0.9014461465280859,1.1051690578460693
44,10000000,0.8829888276271669,0.878254460971251,0.8827908824877793,1.1051690578460693
45,10,-0.613066882612467,-0.9749430573355894,-18.784791403801904,-0.6384815573692322
45,1000,-0.613066882612467,-0.8561371192347398,-0.7220949513379068,-0.828498899936676
45,100000,-0.613066882612467,-0.6830409628833566,-0.6156787087293261,-0.810880184173584
45,10000000,-0.613066882612467,-0.6105162004745348,-0.6136075650960439,-0.810880184173584
46,10,-0.6294663307602683,-0.3430242914101438,0.26117470446280094,-0.944174587726593
46,1000,-0.6294663307602683,-0.6404382280181967,-0.7116459418434781,-0.8315755724906921
46,100000,-0.6294663307602683,-0.6465279160948805,-0.6240364654681655,-0.7501882314682007
46,10000000,-0.6294663307602683,-0.6303943217451874,-0.6295559113094353,-0.7501882314682007
47,10,-0.6288831792277916,-1.3221368586366253,-0.6400621639363998,-0.5382678508758545
47,1000,-0.6288831792277916,0.23436167476634695,-0.7926947764893932,-0.5986712574958801
47,100000,-0.6288831792277916,-0.6271156007244152,-0.6362314459789574,-0.5373939871788025
47,10000000,-0.6288831792277916,0.7672461862105291,-0.6295097300924715,-0.5373939871788025
48,10,-0.737097763590149,-0.4741140416198736,-0.602665518671199,-0.6687954068183899
48,1000,-0.737097763590149,0.062159528411286274,-0.6736049429340715,-0.6280642151832581
48,100000,-0.737097763590149,-0.02681819942261342,-0.7647604182962321,-0.6040971279144287
48,10000000,-0.737097763590149,-0.7395723235996119,-0.7383975705795757,-0.6040971279144287
49,10,0.5916552817650912,0.9600927306887335,6.489855998919145,0.05321869999170303
49,1000,0.5916552817650912,0.23529441369573237,0.5443547006227355,0.6924848556518555
49,100000,0.5916552817650912,0.70126856861363,0.593714580769879,0.7248696684837341
49,10000000,0.5916552817650912,0.5967880035832607,0.5918346069057449,0.7248696684837341
50,10,-0.7239828414888501,-1.246058237705257,-1.219907809323393,-1.57166588306427
50,1000,-0.7239828414888501,-0.6469259436813716,-0.9979449488124468,-0.9460647702217102
50,100000,-0.7239828414888501,-0.7245289784258114,-0.7053010661222396,-0.9779207110404968
50,10000000,-0.7239828414888501,-0.7218493584689124,-0.7222062137774363,-0.9779207110404968
51,10,-0.5190903131985717,-0.22826580218975168,0.8778419860558292,0.09182016551494598
51,1000,-0.5190903131985717,-0.3461249815212167,-0.8901062339478084,-0.42513662576675415
51,100000,-0.5190903131985717,-0.49627240305692455,-0.55229380975054,-0.3582136929035187
51,10000000,-0.5190903131985717,0.511403567970568,-0.520069550500107,-0.3582136929035187
52,10,0.6692807001648127,0.14395240843785254,0.5941774933428694,0.5754532814025879
52,1000,0.6692807001648127,0.4824900081305463,0.5641782906017994,0.886892557144165
52,100000,0.6692807001648127,0.6241660963880049,0.6500270534168302,0.8054034113883972
52,10000000,0.6692807001648127,0.6725581499758355,0.6699885699251437,0.8054034113883972
53,10,0.7226931693142171,1.0410319892558841,1.3126664120717013,1.2896294593811035
53,1000,0.7226931693142171,1.1882475343658303,0.6744621863692811,0.9292699694633484
53,100000,0.7226931693142171,1.0553773909057238,0.6653872057426208,0.8639234900474548
53,10000000,0.7226931693142171,0.7122501425463492,0.723677294487682,0.8639234900474548
54,10,0.8705095855963535,1.0138417455097466,0.839070149919557,0.7473106980323792
54,1000,0.8705095855963535,1.1137149183875434,0.923918198127754,1.121801495552063
54,100000,0.8705095855963535,0.8688720322645742,0.873821480973436,1.030931830406189
54,10000000,0.8705095855963535,0.871269964283248,0.870305554367222,1.030931830406189
55,10,0.8594342891926068,-9.223151577284483,2.1395955043166697,1.013257384300232
55,1000,0.8594342891926068,1.257749921286373,0.6296913759636452,1.1828497648239136
55,100000,0.8594342891926068,0.7804132538369288,0.8633405806505197,1.1606779098510742
55,10000000,0.8594342891926068,0.8515068215439967,0.8596163666974067,1.1606779098510742
56,10,0.7198015953469381,0.8055321280549846,0.9633904744058195,0.9346147775650024
56,1000,0.7198015953469381,0.6548285670118892,0.6483830745038341,0.7822228670120239
56,100000,0.7198015953469381,0.7223761028381279,0.7181156435662016,0.7726532816886902
56,10000000,0.7198015953469381,0.7195762085172924,0.7198098756975223,0.7726532816886902
57,10,0.6789942719132291,0.8062899211790692,1.2021840937645312,0.5840690732002258
57,1000,0.6789942719132291,0.09157989486209173,0.7416882576677478,0.5780360102653503
57,100000,0.6789942719132291,0.6712422323897553,0.6875708425181031,0.6236111521720886
57,10000000,0.6789942719132291,0.6790982280288329,0.6785052331166773,0.6236111521720886
58,10,0.6200174826934289,-0.26681101284427583,-0.009350580063098914,-0.16309118270874023
58,1000,0.6200174826934289,1.624240267261946,0.6537631917156657,0.41852033138275146
58,100000,0.6200174826934289,-0.3048233507095087,0.6340843231194799,0.46936464309692383
58,10000000,0.6200174826934289,0.6127568151548383,0.6229644489775036,0.46936464309692383
59,10,0.5537326786097381,-0.11926072869650774,-0.5603193842431075,-1.2656282186508179
59,1000,0.5537326786097381,0.09319912898663692,0.40458308619120537,0.2952958345413208
59,100000,0.5537326786097381,0.5447761325317609,0.5392355560838248,0.3469185531139374
59,10000000,0.5537326786097381,0.5477846398755557,0.5563209943048085,0.3469185531139374
60,10,-0.7001319346229168,-0.4001508287259016,-1.7151402065122667,-0.5905895233154297
60,1000,-0.7001319346229168,-0.32465591637097585,-0.6650782546422636,-0.566727340221405
60,100000,-0.7001319346229168,-0.4741206103735062,-0.6974746079986571,-0.5756440162658691
60,10000000,-0.7001319346229168,-0.20003204634620833,-0.6981950901949401,-0.5756440162658691
61,10,0.8529362125066673,0.9163574460959709,1.366143079190664,1.2084388732910156
61,1000,0.8529362125066673,0.5246685120928938,0.6442543191134646,0.9175565838813782
61,100000,0.8529362125066673,0.8770090945453188,0.8501851559669727,0.8798192739486694
61,10000000,0.8529362125066673,0.857034372403381,0.8537875239766253,0.8798192739486694
62,10,-0.6641986033130752,-0.06998598283756938,-0.26790352502794007,0.06670987606048584
62,1000,-0.6641986033130752,-0.48360916802362824,-0.7824737115935535,-0.24630308151245117
62,100000,-0.6641986033130752,-0.6400514672629065,-0.6802452067980345,-0.4515485167503357
62,10000000,-0.6641986033130752,-0.6609917883284908,-0.664061187348069,-0.4515485167503357
63,10,0.681537998541641,0.24224220193489768,-0.033987161809759935,-0.29883670806884766
63,1000,0.681537998541641,1.2419029451353572,0.6332912373739449,0.8115248680114746
63,100000,0.681537998541641,0.633441729647492,0.6752495429327365,0.7865498065948486
63,10000000,0.681537998541641,0.6828622906580968,0.6811838425577421,0.7865498065948486
64,10,-0.5834967671656042,-0.3020647120301614,22.4192989885346,0.5484535694122314
64,1000,-0.5834967671656042,-0.35535581528888904,-0.6544662769230812,-0.73223876953125
64,100000,-0.5834967671656042,21.096660254852,-0.5820187865319933,-0.7550606727600098
64,10000000,-0.5834967671656042,-0.5778469622224457,-0.582151960484892,-0.7550606727600098
65,10,-0.7718675022582575,-0.9961484623432173,-3.854851359824085,-1.2288341522216797
65,1000,-0.7718675022582575,-0.6396777360049203,-0.8218988563418891,-0.8659055829048157
65,100000,-0.7718675022582575,-0.762435433176283,-0.7681133622173278,-0.8150689601898193
65,10000000,-0.7718675022582575,-0.7728650486693067,-0.7734626972745002,-0.8150689601898193
66,10,0.861395613187282,1.0898245758486234,-1.6838372474765193,-1.700430989265442
66,1000,0.861395613187282,1.2030691876320252,0.8965442289500721,0.5678012371063232
66,100000,0.861395613187282,0.8627754315290721,0.8413993958729565,0.5281453728675842
66,10000000,0.861395613187282,0.8560878777931299,0.860009773564286,0.5281453728675842
67,10,-0.6401279628188237,-0.3295330638339685,22.70151273967519,-1.3831931352615356
67,1000,-0.6401279628188237,0.7955399509814063,-0.6723624688291749,-0.5208696126937866
67,100000,-0.6401279628188237,-0.6549771680552073,-0.6271255887443649,-0.5344796776771545
67,10000000,-0.6401279628188237,0.15953028918673506,-0.6400874316374607,-0.5344796776771545
68,10,0.8819323429149994,-0.8787962881078557,-2.7054821456854103,0.5001010894775391
68,1000,0.8819323429149994,0.28740915549665136,1.162142963103031,0.5954568982124329
68,100000,0.8819323429149994,0.8511762062737547,0.8949668268519837,0.602209746837616
68,10000000,0.8819323429149994,0.8809411987716849,0.8847588309517654,0.602209746837616
69,10,0.6313976916700192,0.15164419126848774,0.6659168586020552,0.9016607999801636
69,1000,0.6313976916700192,0.6293308704817798,0.6340211060455204,0.7828981280326843
69,100000,0.6313976916700192,0.5671166490603082,0.6314232946940794,0.7623828649520874
69,10000000,0.6313976916700192,0.6242199478435984,0.6311407899846816,0.7623828649520874
70,10,0.7832521100690292,-1.1400698240361717,1.8059120230452368,2.164628267288208
70,1000,0.7832521100690292,0.8468330367675172,0.8280874220099566,0.6004559993743896
70,100000,0.7832521100690292,0.8015355346292232,9.148027341311543,0.2740493416786194
70,10000000,0.7832521100690292,0.7794659125981409,0.765077719298903,0.2740493416786194
71,10,-0.859701553226889,-0.8427335536373557,-0.4218548365015881,-0.40570998191833496
71,1000,-0.859701553226889,-0.9267039769443458,-0.6773019826656355,-0.9896224737167358
71,100000,-0.859701553226889,-0.8553174101005362,-0.850826179686754,-0.9734405875205994
71,10000000,-0.859701553226889,-0.8592248040729054,-0.8614880793545561,-0.9734405875205994
72,10,0.7537036335935656,1.373321817050704,1.1290034489465155,1.3367290496826172
72,1000,0.7537036335935656,0.989461252304462,0.640841396847677,0.9041023850440979
72,100000,0.7537036335935656,-10.065416482149526,0.7438590777143619,0.8825755715370178
72,10000000,0.7537036335935656,0.6615486902701726,0.7526053425406489,0.8825755715370178
73,10,-0.7354654702718157,1.3606873299653266,0.5146888951982045,0.028653284534811974
73,1000,-0.7354654702718157,-0.20085949938337702,-1.088450655184398,-0.3087017238140106
73,100000,-0.7354654702718157,-0.9837250675721189,-0.7813374121355521,-0.36010411381721497
73,10000000,-0.7354654702718157,-0.7325639158794902,-0.7346566017573244,-0.36010411381721497
74,10,0.5027029539285673,-0.807317929145991,-0.38336342236850807,0.8598088026046753
74,1000,0.5027029539285673,1.1982100835025304,0.4536995449217605,0.6767984628677368
74,100000,0.5027029539285673,0.5002216874942863,0.4924551163694714,0.41095495223999023
74,10000000,0.5027029539285673,0.5079122544007728,0.5021586404420169,0.41095495223999023
75,10,0.6023337404182254,-3.830695376876038,0.4133265243781902,0.508971095085144
75,1000,0.6023337404182254,1.0303898188521574,0.6634933778486267,0.5190985798835754
75,100000,0.6023337404182254,0.6976415640213396,0.6044634360948976,0.5091626048088074
75,10000000,0.6023337404182254,-0.18194797316627406,0.6019160172773855,0.5091626048088074
76,10,0.8675002326770306,-0.20936719654263272,0.9128974548959423,0.7241861820220947
76,1000,0.8675002326770306,-27.93051512322338,0.8143032086020525,0.6975459456443787
76,100000,0.8675002326770306,0.8221692787399019,0.8715069567951177,0.7105991840362549
76,10000000,0.8675002326770306,0.8479276242756393,0.8673494366565689,0.7105991840362549
77,10,0.6124070762615856,0.786187859043407,1.5828327436912162,0.4621746838092804
77,1000,0.6124070762615856,0.7563804320223553,0.5880333857031244,0.7112212181091309
77,100000,0.6124070762615856,0.6169762925197957,0.6205491824249528,0.6973452568054199
77,10000000,0.6124070762615856,0.6104612133652957,0.6120802036022019,0.6973452568054199
78,10,-0.7656335440492273,1.6955320145869608,-1.464428590469402,-0.903448760509491
78,1000,-0.7656335440492273,-0.4759047779169834,-0.6445460231180173,-0.8885749578475952
78,100000,-0.7656335440492273,-0.7327451899724452,-0.7441087355933491,-0.9351673722267151
78,10000000,-0.7656335440492273,-0.7661693405935652,-0.7659015718083759,-0.9351673722267151
79,10,0.7059723079921981,0.39216993860385957,0.7264775018251302,0.6233443021774292
79,1000,0.7059723079921981,0.733225277403912,0.6604584594843342,0.5169742107391357
79,100000,0.7059723079921981,-0.12739123462972388,0.7106705373240345,0.6629783511161804
79,10000000,0.7059723079921981,0.7059391903302543,0.7053318969496021,0.6629783511161804
80,10,0.5800496544298279,3.774069919162489,17.54498634058252,-0.012149713933467865
80,1000,0.5800496544298279,0.36794445768786455,0.9796867182888304,0.3452482223510742
80,100000,0.5800496544298279,0.5588715535609763,0.5738406370182135,0.45391711592674255
80,10000000,0.5800496544298279,0.5778212163196872,0.5785252098466286,0.45391711592674255
81,10,0.7180026664055433,1.773090012527196,1.7227146003740177,2.1606812477111816
81,1000,0.7180026664055433,0.8905807509069497,0.7571388232305691,0.926294207572937
81,100000,0.7180026664055433,0.8848115926270154,0.7172217843848001,0.9171842932701111
81,10000000,0.7180026664055433,0.7295966539142749,0.7169761534156635,0.9171842932701111
