Seed,Sample Size,True Effect,Effect Estimate,Cross Moment Effect Estimate,Minimization,GRICA Effect Estimate
39,10000000,-0.8785040475357668,1.5889997634113535,0.2336219345409352,0.7478644065462408,-0.8041146397590637
40,10,0.8617068868926911,1.5844771671502906,1.565884613324922,1.2570596938372307,1.1362673044204712
40,1000,0.8617068868926911,0.8287378864533986,1.197991160596817,0.8087660063736838,0.8806606531143188
40,100000,0.8617068868926911,0.8601722134821435,1.160925640216907,0.8569127061136093,0.8225041627883911
40,10000000,0.8617068868926911,0.8657972984172909,1.1545170761445314,0.8594395821281914,0.8225041627883911
41,10,0.5278081871246422,1.8094809683246742,1.5768035563512954,2.900233933749149,1.4035227298736572
41,1000,0.5278081871246422,-0.6985361280558601,1.1756925814788095,-0.5671331414956066,0.558667004108429
41,100000,0.5278081871246422,0.5584613587657838,1.2905457203492643,0.5222848957126117,0.5857605338096619
41,10000000,0.5278081871246422,0.5308624040950587,1.2670843280945552,0.529146367682998,0.5857605338096619
42,10,0.5733618039413735,0.9358823827563131,3.126806775272917,1.0292683795786721,2.5568180084228516
42,1000,0.5733618039413735,0.9307265797291403,0.8078440401060933,0.999800297996498,0.9232717752456665
42,100000,0.5733618039413735,0.544644532516001,0.6803937360775579,0.5626905679846703,0.9421013593673706
42,10000000,0.5733618039413735,0.57180986861579,0.679105179557241,0.5735476790810025,0.9421013593673706
43,10,0.5884115983537486,0.34198538534443423,0.38351229760149663,0.28183904684321665,0.18036580085754395
43,1000,0.5884115983537486,0.08906720043358202,0.5867022555452458,0.1984209186262854,0.3088531494140625
43,100000,0.5884115983537486,0.5850404747435309,0.5810313770165808,0.5849387781600415,0.2847445011138916
43,10000000,0.5884115983537486,0.587683950557517,0.5815062244834858,0.587622667647752,0.2847445011138916
44,10,0.8829888276271669,1.7438386998726576,1.3658448954929447,2.185535440637134,0.7822561264038086
44,1000,0.8829888276271669,0.8750135148039766,1.0606794887969884,0.8633651666845975,0.8031188249588013
44,100000,0.8829888276271669,0.7982388048070691,1.0789864500973645,0.8627623935876194,0.8212898969650269
44,10000000,0.8829888276271669,0.8802841138183151,1.066089189013305,0.8819543180264496,0.8212898969650269
45,10,-0.613066882612467,-1.0690498265346258,-1.0795891533079687,-0.7142514695719602,-0.8628361225128174
45,1000,-0.613066882612467,-0.29814789008002013,-0.854394544332266,-0.22799628652190917,-0.6188555955886841
45,100000,-0.613066882612467,-0.6071397076741468,-0.8023098285650939,-0.6145257991172809,-0.5664910078048706
45,10000000,-0.613066882612467,-0.6146430617069897,-0.804276011388115,-0.6141233318088712,-0.5664910078048706
46,10,-0.6294663307602683,6.402796738133833,1.018545914763033,1.7387661068529838,-0.6897532343864441
46,1000,-0.6294663307602683,-0.783255037156254,-0.6061010473640142,-0.5792582317625357,-0.7691241502761841
46,100000,-0.6294663307602683,-0.6256123896196115,-0.4734107023805335,-0.6220406173635555,-1.0592070817947388
46,10000000,-0.6294663307602683,-0.6276080235847558,-0.43200796788865586,-0.630935401807897,-1.0592070817947388
47,10,-0.6288831792277916,-14.464631280570682,-5.8004109185388835,-13.813264741729382,-8.887042999267578
47,1000,-0.6288831792277916,-1.1268306099744159,4.793244794972487,-1.155986901237035,0.1537649780511856
47,100000,-0.6288831792277916,-0.7451352425236205,4.099477054201203,-1.0793309363034063,-0.028723113238811493
47,10000000,-0.6288831792277916,-0.6495212198521546,3.9576735374118606,-0.6287708333391707,-0.028723113238811493
48,10,-0.737097763590149,-0.11819052224332137,-2.8838813383091626,0.13302402301369484,-1.1619937419891357
48,1000,-0.737097763590149,-0.1567080941766782,-0.8869927444280785,-0.02139792745531771,-0.5799542665481567
48,100000,-0.737097763590149,-0.7401485083716441,-0.8864160417115026,-0.7401424841032364,-0.5497814416885376
48,10000000,-0.737097763590149,-0.7378493208602135,-0.8877128323641361,-0.7370855629970716,-0.5497814416885376
49,10,0.5916552817650912,0.46293680472024396,1.1229144721866289,0.6063129659949898,1.0347211360931396
49,1000,0.5916552817650912,0.7709336385471565,0.7620132888919878,0.7783471903629636,0.7473970055580139
49,100000,0.5916552817650912,0.6418862199873887,0.8011723899752083,0.7056140110073448,0.7931442260742188
49,10000000,0.5916552817650912,0.6007259017231246,0.8019430172636185,0.5920488925693895,0.7931442260742188
50,10,-0.7239828414888501,-0.6090142576526213,-0.7608257935582764,-0.5636324743260864,-0.5207536816596985
50,1000,-0.7239828414888501,-0.8224074459175821,-0.832132150251493,-0.7532332907661298,-0.8114044666290283
50,100000,-0.7239828414888501,-0.7344438017553422,-0.8440200511397692,-0.7157556682406533,-0.7738219499588013
50,10000000,-0.7239828414888501,-0.7253432379725154,-0.8508703531728686,-0.723849100444684,-0.7738219499588013
51,10,-0.5190903131985717,-0.026842876827844482,-0.15510112343947352,-0.027952915983449445,-0.15590359270572662
51,1000,-0.5190903131985717,-0.1277798694976272,-0.3374105881340758,-0.11520516288815136,-0.24455207586288452
51,100000,-0.5190903131985717,0.0747067140014325,-0.19335669816093,-0.025839087476164438,-0.14881953597068787
51,10000000,-0.5190903131985717,-0.43090781161435715,-0.19433539320402396,-0.49473852398580365,-0.14881953597068787
52,10,0.6692807001648127,0.9975062502386542,1.689928886538024,1.1178402287728448,0.8740196824073792
52,1000,0.6692807001648127,0.863738999591497,0.6920765411080758,0.8604072772070513,0.7747675180435181
52,100000,0.6692807001648127,0.6587548141384812,0.7151358623550027,0.6556199472545999,0.8904780745506287
52,10000000,0.6692807001648127,0.6699821831546662,0.7208106009023536,0.6697219306272914,0.8904780745506287
53,10,0.7226931693142171,1.1003520214037694,1.638774840693563,1.0872674229739714,1.1130645275115967
53,1000,0.7226931693142171,0.06309719929113934,0.8613404086505929,0.11738180868516157,0.6439155340194702
53,100000,0.7226931693142171,0.7143461586512404,0.8109104469548114,0.7232288527888378,0.6312355995178223
53,10000000,0.7226931693142171,0.7237373770512272,0.8128252195356342,0.722726080557926,0.6312355995178223
54,10,0.8705095855963535,1.0198985602795825,0.9430206220250515,0.9953121177915396,1.0657620429992676
54,1000,0.8705095855963535,0.8685342066182966,35.42514018764583,0.8836870356771142,0.9109447002410889
54,100000,0.8705095855963535,0.8688057829468266,1.5730577087305053,0.8702601258929087,0.9273967146873474
54,10000000,0.8705095855963535,0.8696231768971876,1.5577207412162055,0.8703542961232209,0.9273967146873474
55,10,0.8594342891926068,0.9230893435393948,-0.11226340782167638,1.0660384973573978,1.1388198137283325
55,1000,0.8594342891926068,0.8207905223022433,0.8644072514528905,0.8244939435823243,1.0353977680206299
55,100000,0.8594342891926068,0.8552446870864197,0.860563375620221,0.8552305304302606,1.034706950187683
55,10000000,0.8594342891926068,0.85964833886578,0.8615577605973007,0.85964833886578,1.034706950187683
56,10,0.7198015953469381,0.8829602659145869,0.446517280442553,0.8571032138243018,0.9507014155387878
56,1000,0.7198015953469381,0.9126721938903216,0.8337028859529316,1.107846525163621,1.0686670541763306
56,100000,0.7198015953469381,0.7144201922013579,0.7683026364306019,0.7095577568950231,1.0820387601852417
56,10000000,0.7198015953469381,0.7175998196122179,0.7625805014137433,0.7187512613955089,1.0820387601852417
57,10,0.6789942719132291,0.5359300869799587,-2.6264688256491295,0.619803118158034,-1.6682685613632202
57,1000,0.6789942719132291,0.7087431396747006,0.6978232742281111,0.7078108323572586,0.6706322431564331
57,100000,0.6789942719132291,0.6686021959780566,0.485990120685135,0.6653079509681,0.6188690066337585
57,10000000,0.6789942719132291,0.6794198791022528,0.49497027593924947,0.6796482125802767,0.6188690066337585
58,10,0.6200174826934289,0.6349588931367645,0.5706022103926351,0.6132102077296827,0.4728623330593109
58,1000,0.6200174826934289,0.5893744224669508,0.5925732264395537,0.6289046661174693,0.5888165831565857
58,100000,0.6200174826934289,0.610502491408074,0.592386534493833,0.6171125848434993,0.6202685236930847
58,10000000,0.6200174826934289,0.6205209600377554,0.5944574213929774,0.6199973565272197,0.6202685236930847
59,10,0.5537326786097381,0.4318895146624957,-1.6583088212669552,0.47855448865228856,0.4932872951030731
59,1000,0.5537326786097381,0.6579927419264604,0.5737814338442433,0.6230499481840742,0.2122233510017395
59,100000,0.5537326786097381,0.5518341584502906,0.5485027803231475,0.5516429508799192,0.2049618363380432
59,10000000,0.5537326786097381,0.5531616135627654,0.5494265723348992,0.5531382141962062,0.2049618363380432
60,10,-0.7001319346229168,-0.43927882104441673,-0.7098407539814685,-0.40774965884431136,-0.7001912593841553
60,1000,-0.7001319346229168,-0.530027030773522,-0.6623436321615117,-0.532239399045117,-0.559671938419342
60,100000,-0.7001319346229168,-0.6966717552422756,-0.6416677309941812,-0.6977279347037085,-0.5443560481071472
60,10000000,-0.7001319346229168,-0.7000752179247108,-0.6415671941228325,-0.700023743181232,-0.5443560481071472
61,10,0.8529362125066673,0.9440106388085204,1.2354041592087526,0.45679927179762464,0.47830119729042053
61,1000,0.8529362125066673,0.9709107587511455,0.8488227740841902,1.0960327906554845,1.0933915376663208
61,100000,0.8529362125066673,0.8634451012364419,0.8827111201530488,0.8608989651389524,0.930467426776886
61,10000000,0.8529362125066673,0.8522977672928991,0.8761439926643402,0.8517986202605164,0.930467426776886
62,10,-0.6641986033130752,-0.1227453279767793,-0.07478669918182207,-0.11295114234210207,-0.1274961680173874
62,1000,-0.6641986033130752,-0.249838471761935,0.44575235834717336,-0.2382532881917778,-0.24425390362739563
62,100000,-0.6641986033130752,-0.6287267115903358,-0.01737109561151427,-0.6692369037434605,-0.418050080537796
62,10000000,-0.6641986033130752,-0.6625457383792719,-0.03004680995756878,-0.6638290974318001,-0.418050080537796
63,10,0.681537998541641,0.7158998562760344,0.8815043060129616,0.4802151094793434,0.78899085521698
63,1000,0.681537998541641,0.853871275907449,0.7320496043746486,1.0261135724781103,0.9380903244018555
63,100000,0.681537998541641,0.5417753370700787,0.7836159488312324,0.6599226438748307,0.9542773365974426
63,10000000,0.681537998541641,0.6773254711125168,0.7906398934412054,0.6811823581685286,0.9542773365974426
64,10,-0.5834967671656042,-0.5182793614013658,-0.8442500925565902,-0.4828828113328558,-0.534293532371521
64,1000,-0.5834967671656042,-0.5928656964672301,-0.6291244434068891,-0.6047984035698666,-0.5525453090667725
64,100000,-0.5834967671656042,-0.5818603592411585,-0.6328598291210538,-0.5818327683138902,-0.44721177220344543
64,10000000,-0.5834967671656042,-0.5835787852122062,-0.6307579616733253,-0.5835739406404368,-0.44721177220344543
65,10,-0.7718675022582575,-0.7363042457503384,-3.0739362608389946,-0.7705762577941873,-0.40058496594429016
65,1000,-0.7718675022582575,-0.8181432877712609,-0.8365298724930155,-0.8192072070691818,-0.7748289108276367
65,100000,-0.7718675022582575,-0.7831478409978092,-0.8414015503792436,-0.8231418670324501,-0.8339637517929077
65,10000000,-0.7718675022582575,-0.7707927000764242,-0.8405821326074623,-0.7719861064727964,-0.8339637517929077
66,10,0.861395613187282,0.7325778112087564,0.8423216467034862,0.7912915675514124,0.8235416412353516
66,1000,0.861395613187282,0.2591038286802033,0.8434069786795642,0.5774245087887822,0.7392371296882629
66,100000,0.861395613187282,0.8623977259892854,0.8524289559636058,0.8631074969711932,0.7666693329811096
66,10000000,0.861395613187282,0.8615612443660151,0.85182793565471,0.8614682205263153,0.7666693329811096
67,10,-0.6401279628188237,-0.5113172579711182,-0.48858966344355753,-0.499793061543282,-0.5218620896339417
