Seed,Sample Size,True Effect,Effect Estimate,Cross Moment Effect Estimate,GRICA Effect Estimate
0,10,0.5348517198806163,-1.9763087554239334,-12.102295278352718,0.4964039921760559
0,1000,0.5348517198806163,-0.15122403918226746,0.4923422497807086,0.2116800844669342
0,100000,0.5348517198806163,0.49647611868239666,0.5413310013996041,0.3777812719345093
0,10000000,0.5348517198806163,0.5366764081197055,0.535365561774896,0.3777812719345093
1,10,-0.768187004071361,-0.2573198043404015,-0.4533546836928806,0.16065363585948944
1,1000,-0.768187004071361,0.27168868825600145,-0.6817686510626665,-0.7694761753082275
1,100000,-0.768187004071361,-0.13050102036890482,-0.7593899111191328,-0.6787660717964172
1,10000000,-0.768187004071361,-0.702344645975516,-0.7676455496440151,-0.6787660717964172
2,10,0.8141340591266695,0.7880259092039916,1.1608048150406016,-0.014770321547985077
2,1000,0.8141340591266695,1.0911622266694674,0.906447942597818,1.5612257719039917
2,100000,0.8141340591266695,0.7161692970255872,0.7756172411808948,1.4935438632965088
2,10000000,0.8141340591266695,0.8174876590715892,0.8152176134834336,1.4935438632965088
3,10,0.7363451269665403,3.0733295538550256,0.004121104631983439,3.117337226867676
3,1000,0.7363451269665403,-1.3514830563171396,0.9050343364126875,1.3605725765228271
3,100000,0.7363451269665403,0.493567841427564,0.7402496140636974,1.1651654243469238
3,10000000,0.7363451269665403,0.7104986165217814,0.7334893477200801,1.1651654243469238
4,10,0.7389335775731437,0.6600799281003809,0.7194361200418866,0.7467543482780457
4,1000,0.7389335775731437,0.7455272688598411,0.7741559275614074,0.7419872283935547
4,100000,0.7389335775731437,0.7388541358334314,0.7452857853320255,0.7546653151512146
4,10000000,0.7389335775731437,0.7386615114029209,0.738363426391041,0.7546653151512146
5,10,-0.6096345847968898,-0.8616589301734535,13.455153066380912,-0.7647947072982788
5,1000,-0.6096345847968898,23.867079881124845,-0.40507487957722144,-0.5947330594062805
5,100000,-0.6096345847968898,-0.6115572724623081,-0.6003519043099881,-0.633219301700592
5,10000000,-0.6096345847968898,-0.6094172219918649,-0.6092966942567315,-0.633219301700592
6,10,-0.8960897085493666,-0.9824536640605808,-0.9521836678518264,-1.0376513004302979
6,1000,-0.8960897085493666,-0.9313323131688083,-1.0096141156741298,-0.96761554479599
6,100000,-0.8960897085493666,-0.8970500385190461,-0.8933136068082796,-1.041812539100647
6,10000000,-0.8960897085493666,-0.896029661980898,-0.896334288832497,-1.041812539100647
7,10,0.8638374110878455,3.536284506000415,4.024891388422676,2.2132084369659424
7,1000,0.8638374110878455,1.0148328229948127,1.226308221005554,0.938768744468689
7,100000,0.8638374110878455,0.8361752467056126,0.9029270521224794,0.9593115448951721
7,10000000,0.8638374110878455,0.8610415836677496,0.8619634118750267,0.9593115448951721
8,10,0.6704367081904768,0.9444019167797606,0.02544173194806749,1.279694676399231
8,1000,0.6704367081904768,0.5558695902871483,0.7927913060933245,0.8788446187973022
8,100000,0.6704367081904768,0.6404288646060332,0.6688610124095129,0.8758871555328369
8,10000000,0.6704367081904768,0.679762407263925,0.6678144330878275,0.8758871555328369
9,10,0.7291039262277637,0.29906961134268784,1.4074573525119678,1.0379741191864014
9,1000,0.7291039262277637,0.738621520711198,0.7233576961069135,0.88632732629776
9,100000,0.7291039262277637,0.7263902712844827,0.740250248984994,0.9511584043502808
9,10000000,0.7291039262277637,0.7291032441930029,0.7305509950229302,0.9511584043502808
10,10,0.7450104267317552,2.505306609564395,5.348361107529404,0.4977456033229828
10,1000,0.7450104267317552,0.0650429777703106,0.7129869755394015,0.7045707106590271
10,100000,0.7450104267317552,-0.12994668021438957,0.7510835043261621,0.7023088932037354
10,10000000,0.7450104267317552,-0.12420758185975692,0.7452286163845713,0.7023088932037354
11,10,0.7529336055293985,0.7290786911612183,1.808026403384601,0.8453381657600403
11,1000,0.7529336055293985,0.826464139669758,0.8602358020975822,0.9058708548545837
11,100000,0.7529336055293985,0.7547535033327921,0.7706214482285436,0.9184314012527466
11,10000000,0.7529336055293985,0.7537942950460057,0.751764564786534,0.9184314012527466
12,10,-0.7084904108881172,-0.4054137586212554,4.9203572607274815,-1.4238353967666626
12,1000,-0.7084904108881172,0.025455908309810774,-0.6858958101023509,-0.41397789120674133
12,100000,-0.7084904108881172,0.10229896748144332,-0.7123084555055149,-0.330230176448822
12,10000000,-0.7084904108881172,-0.7053150517036958,-0.7090905388083119,-0.330230176448822
13,10,-0.7719391806312388,-1.1253819182931173,-4.030744992971519,-0.7126139998435974
13,1000,-0.7719391806312388,-0.7265192702685352,-0.7535943255604206,-0.7675958871841431
13,100000,-0.7719391806312388,-0.7742346387750091,-0.7677273337204426,-0.7609743475914001
13,10000000,-0.7719391806312388,-0.7721577617302278,-0.7717838951015351,-0.7609743475914001
14,10,-0.5840097048714953,-0.8422652920895066,-0.46275720802046383,-0.6187649369239807
14,1000,-0.5840097048714953,-0.6148967780083651,-0.5771508567714214,-0.6634550094604492
14,100000,-0.5840097048714953,-0.5921817760047218,-0.5728943103104974,-0.5675413012504578
14,10000000,-0.5840097048714953,-0.5849552105556485,-0.584122841939893,-0.5675413012504578
15,10,0.5842202330635312,-2.135163105183791,-2.2735107930524103,-1.724381446838379
15,1000,0.5842202330635312,0.09555622767048692,0.5878620021041991,0.36584678292274475
15,100000,0.5842202330635312,-0.0067473512919787185,0.5641031200798073,0.3597010374069214
15,10000000,0.5842202330635312,-0.025032263783869923,0.5842094666958789,0.3597010374069214
16,10,-0.617394902440879,-2.275052624013534,4.363871550028471,-0.8156443238258362
16,1000,-0.617394902440879,-0.5433673217471455,-0.4347255112616436,-0.6761261820793152
16,100000,-0.617394902440879,-0.6171473685952645,-0.6086410312193289,-0.6346849799156189
16,10000000,-0.617394902440879,-0.6169601335625473,-0.6175330151076324,-0.6346849799156189
17,10,0.7609674461862619,0.5483233203814362,0.9085548534461159,0.7207867503166199
17,1000,0.7609674461862619,0.12832962993060623,0.6676213172432768,0.8147733211517334
17,100000,0.7609674461862619,0.7653026234314807,0.7635840707218581,0.6991845369338989
