,Seed,Sample Size,True Effect,Cumulant Estimate,Cumulant Minimization Estimate,Cross Moment Estimate,Relvlingam Estimate,GRICA Estimate,Cumulant Error,Cumulant Minimization Error,Cross Moment Error,Relvlingam Error,GRICA Error
0,0,10,0.5348517198806163,0.5313528844263224,0.24742853088695407,-0.14555579058430673,0.0,0.019108731299638748,0.0065416924434211965,0.5373885477227551,1.272142325010745,1.0,0.9642728431276167
1,0,1000,0.5348517198806163,0.2420293468350067,0.23883853367261837,0.09406832707474722,0.0,0.20353132486343384,0.5474832783766128,0.5534490686018,0.8241226052414226,1.0,0.6194621475483638
2,0,100000,0.5348517198806163,0.22383861773609262,0.22867218350139065,0.2026562446245859,-0.04594975613939015,0.2006714940071106,0.581494067578103,0.5724568604688561,0.6210982650110566,1.0859112057256664,0.6248091077431661
3,0,10000000,0.5348517198806163,0.6838015101785225,0.6889543149098861,0.1954371687969143,-0.2950684420505463,0.2006714940071106,0.27848800847298977,0.2881220893590225,0.6345956055997396,1.551682702107433,0.6248091077431661
4,1,10,-0.768187004071361,-0.29339940119371744,-0.30133266592312524,-0.6370596636075528,0.0,-0.21942974627017975,0.6180625295159745,0.607735272367179,0.17069716067681226,1.0,0.7143537379476472
5,1,1000,-0.768187004071361,-0.530646228328803,-0.5311574907282985,-0.5342131428524822,-1.3633958452969752,-0.5475831627845764,0.3092225909623583,0.3085570467696216,0.3045793016268519,0.774822846612909,0.2871746594482761
6,1,100000,-0.768187004071361,-0.5182855804993213,-0.5220075792782237,-0.5086774616471893,-0.7307931916442838,-0.48808732628822327,0.3253132664931481,0.3204680936912444,0.33782079239661866,0.048678007085373017,0.3646243379523741
7,1,10000000,-0.768187004071361,-0.5190301533625034,-0.5223127608779485,-0.5106728670151597,-0.7422472297809503,-0.48808732628822327,0.32434400658737533,0.3200708185510671,0.3352232408142633,0.033767525554234755,0.3646243379523741
8,2,10,0.8141340591266695,0.8611019121096886,0.7865076209028838,0.6552611592252288,0.7541536489599073,1.0005593299865723,0.057690563926783775,0.033933524723705595,0.19514341418398023,0.07367387409280456,0.2289859621643679
9,2,1000,0.8141340591266695,0.8435615052490216,0.6792612158242208,0.9334770657570427,0.8664943933663918,0.7782170176506042,0.03614570081236903,0.16566417015783397,0.1465888882703099,0.06431414292615373,0.04411686389167139
10,2,100000,0.8141340591266695,0.9927878790429051,0.5605136906534439,0.9892523730416298,0.8198597047072056,0.7982209920883179,0.21944029722559397,0.3115216291838802,0.21509763895986822,0.007032804384425439,0.019546003339329304
11,2,10000000,0.8141340591266695,0.8176751902309493,0.8145502089550368,0.9884964190268068,0.9159580110087363,0.7982209920883179,0.004349567573770826,0.0005111563921226437,0.21416910144648388,0.12507025193282603,0.019546003339329304
12,3,10,0.7363451269665403,0.16384342000152366,0.3330027349060151,0.6142700058334586,1.6514539176129743,0.5234807729721069,0.7774909970865215,0.547762696172298,0.1657851959121186,1.2427715715541319,0.2890823150705878
13,3,1000,0.7363451269665403,-1.9419088934558648,-1.249754581129192,0.8695669165479771,0.6979374339231884,0.7841012477874756,3.6372265155821495,2.69724024151243,0.18092302739920277,0.05215990659376925,0.06485562146336486
14,3,100000,0.7363451269665403,0.6282803223061086,0.718300878229773,0.9085897931724118,0.6795146045320426,0.7572039365768433,0.14675836194586803,0.02450515128836765,0.23391838948599217,0.07717919268185787,0.02832749052911269
