,Seed,Sample Size,True Effect 0,True Effect 1,Cumulant Error,Cumulant Estimate 0,Cumulant Error 0,Cumulant Estimate 1,Cumulant Error 1,Min Norm Error,Min Norm Estimate 0,Min Norm Error 0,Min Norm Estimate 1,Min Norm Error 1,Relvlingam Error,Relvlingam Estimate 0,Relvlingam Error 0,Relvlingam Estimate 1,Relvlingam Error 1,GRICA Error,GRICA Estimate 0,GRICA Error 0,GRICA Estimate 1,GRICA Error 1
10,2,100000,-0.5806972905059862,-0.7561626900859659,0.9994583170663357,-0.047793228083904314,0.9176968295439092,0.06141538592609494,1.0812198045887622,0.9732192751181383,-0.06171481804004004,0.8937229102855545,0.0398616001147412,1.052715639950722,0.5339669061733338,-0.5412483097425342,0.06793381234666751,0.0,1.0,0.45804958601764634,-0.3524083,0.3931290955356542,-0.36071223,0.5229700764996384
11,2,10000000,-0.5806972905059862,-0.7561626900859659,0.009796086449593717,-0.5756563020517562,0.008680922981124174,-0.7479120099957229,0.01091124991806326,0.9748274931855865,-0.058987782307551084,0.8984190502143509,0.03874270331341544,1.0512359361568222,0.45304968049958505,-0.3625449526838006,0.375673076814428,-0.35507412414452827,0.5304262841847421,0.45804958601764634,-0.3524083,0.3931290955356542,-0.36071223,0.5229700764996384
12,3,10,-0.7689534703651255,-0.8611336434153593,0.16734267700488445,-0.5381965966323242,0.3000921156168656,-0.8313442420005424,0.03459323839290329,0.6588690656752483,0.12001488458162692,1.1560756134238392,-0.721920610349476,0.16166251792665737,0.8401543855161548,0.0,1.0,-1.4469704140618376,0.6803087710323098,0.5048778493587506,-1.2248523,0.5928822363601566,-0.5021499,0.4168734623573445
13,3,1000,-0.7689534703651255,-0.8611336434153593,0.44836219754032913,-1.1403761978877782,0.48302367027004695,-1.217385255855096,0.4137007248106114,0.999825202325428,0.10022843604900722,1.1303439543636045,-0.11254461263502537,0.8693064502872516,0.6451289894736182,0.0,1.0,-0.611182732474147,0.2902579789472363,0.19484522519434155,-0.902581,0.17377840307766557,-0.6752045,0.2159120473110175
14,3,100000,-0.7689534703651255,-0.8611336434153593,0.26103862398569866,-0.9949527869565474,0.29390506097086694,-1.0576203901331767,0.22817218700053038,0.9961692316198354,0.10640273442446355,1.138373436787976,-0.1257556288377179,0.8539650264516946,0.9524244252620404,-2.0934515242500664,1.7224684001439303,-0.704079701691766,0.18238045038015058,0.2096116471183978,-0.9461605,0.23045220776746086,-0.6985765,0.18877108646933477
15,3,10000000,-0.7689534703651255,-0.8611336434153593,0.07929249748726269,-0.8385392891868513,0.09049418658411676,-0.9197689293276889,0.06809080839040862,0.9957505147108963,0.10570514415222636,1.137466242400901,-0.1256955556645985,0.8540347870208915,0.6692182757908545,0.0,1.0,-0.569694542686872,0.338436551581709,0.2096116471183978,-0.9461605,0.23045220776746086,-0.6985765,0.18877108646933477
16,4,10,-0.8750286335803767,-0.7086784489779832,0.27893209449216483,-1.1510569580034535,0.315450619362757,-0.5368851764473507,0.2424135696215727,0.09061041715843662,-0.9126964445193859,0.043047518096502556,-0.8065989004071799,0.13817331622037068,2.7088624776480135,-3.9378154988979577,3.5002133047755235,0.6502207334100999,1.9175116505205037,0.33070673400912276,-1.288007,0.471959855393699,-0.57441676,0.18945361262454657
17,4,1000,-0.8750286335803767,-0.7086784489779832,0.14863113588930282,-1.0733656605854982,0.22666347064961845,-0.6586466000941874,0.07059880112898721,0.10735262236708161,-0.8778162417080844,0.0031857336099979866,-0.8585777680500378,0.21151951112416523,0.7649252523707799,0.0,1.0,-1.0841720828684334,0.5298505047415599,0.361917120726021,-1.1948403,0.3654871008222109,-0.96263134,0.3583471406298311
18,4,100000,-0.8750286335803767,-0.7086784489779832,0.007920261797139986,-0.8673682312212067,0.008754459071614413,-0.7036567077627026,0.007086064522665557,0.143950935366913,-0.7504053978279388,0.1424218945184844,-0.8117769728796254,0.14547997621534164,37.60323774226801,0.0,1.0,-53.2972083994817,74.20647548453601,0.2850579623956273,-1.1717643,0.3391153267470459,-0.8723836,0.23100059804420864
19,4,10000000,-0.8750286335803767,-0.7086784489779832,0.008955723959308902,-0.8669558353132455,0.009225753258038632,-0.7148338135983388,0.00868569466057917,0.1529029453454336,-0.7482947897934141,0.1448339390545456,-0.8227558019925705,0.1609719516363216,0.33949219362323185,-1.207614318816632,0.380085488031867,-0.9205016572746101,0.2988988992145967,0.2850579623956273,-1.1717643,0.3391153267470459,-0.8723836,0.23100059804420864
20,5,10,0.5818222185519802,0.779937445650623,3.108181689507854,3.6074577456123955,5.200274981918903,1.5724228346375408,1.0160883970968049,0.6550830420238016,-0.16383556449441672,1.2815904227620685,0.8022246739214404,0.02857566128553481,0.45894378435124294,0.9704943731757409,0.6680256309067657,0.9748141271803318,0.24986193779572016,0.2575391702153673,0.8431077,0.44908130604946433,0.831411,0.06599703438127034
21,5,1000,0.5818222185519802,0.779937445650623,0.5430691060548196,0.1842790807201922,0.6832725275105173,0.4657274126640942,0.4028656845991221,1.0349530982660413,-0.13378070938935296,1.229933998949545,0.12481167545055827,0.8399721975825375,1.0,0.0,1.0,0.0,1.0,0.3146247353353911,0.92992896,0.5983043080244707,0.75580215,0.030945162646311582
22,5,100000,0.5818222185519802,0.779937445650623,0.03479842805488308,0.5583611869459498,0.04032336830384279,0.7571059563459864,0.029273487805923357,1.0151566432574843,-0.04778697396831793,1.082133291656081,0.040416362443361276,0.9481799948588876,0.9029754887177794,1.050742404287674,0.8059509774355589,0.0,1.0,0.38196247103161624,0.98942393,0.7005605820751128,0.7305172,0.06336435998811962
23,5,10000000,0.5818222185519802,0.779937445650623,0.0010347750251404107,0.58087524121896,0.0016276059985765054,0.7795927569358162,0.0004419440517043162,1.0138470969142257,-0.043097766320245756,1.0740737719290028,0.03617316967409742,0.9536204218994488,0.4841803109081535,1.0851123743428037,0.8650239536114576,0.6993413086088868,0.1033366682048494,0.38196247103161624,0.98942393,0.7005605820751128,0.7305172,0.06336435998811962
24,6,10,-0.8976829753687751,-0.6022456222403341,1.153975588003438,-1.952322209928989,1.1748459795920267,0.08016202183828272,1.133105196414849,1.4172831356493998,-0.20536734805069787,0.7712250831466071,0.6403925755124933,2.0633411881521924,1.0,0.0,1.0,0.0,1.0,0.5453617698356298,-1.4321624,0.595398869486213,-0.3039385,0.49532467018504656
25,6,1000,-0.8976829753687751,-0.6022456222403341,0.09429502999843922,-0.9882267037215875,0.10086381365940061,-0.5494128744280109,0.08772624633747783,0.18656707023792346,-0.7913322485845924,0.11847247826048274,-0.7556144934619838,0.2546616622153642,11.571980250265678,-1.80729379234678,1.0132873652909924,12.725855390689944,22.130673135240365,0.18627667261864136,-1.1944326,0.3305728737287722,-0.57696307,0.04198047150851052
26,6,100000,-0.8976829753687751,-0.6022456222403341,0.24280277598007619,-0.7298985102647404,0.18690837378876157,-0.7821346901695952,0.2986971781713908,0.15913602639768837,-0.7870129797139612,0.12328405315846583,-0.7196762914110635,0.19498799963691088,1.0,0.0,1.0,0.0,1.0,0.2057204636989412,-1.2425903,0.3842195321560225,-0.6186396,0.027221395241859927
27,6,10000000,-0.8976829753687751,-0.6022456222403341,0.033773470370966216,-0.9209784770444864,0.025950700096703295,-0.5771944684100894,0.04159624064522914,0.1632355584417602,-0.785888964325733,0.12453618271764177,-0.7238600523191245,0.20193493416587863,0.6116584962149363,-1.5405635550138492,0.716155477250723,-0.9076814245257516,0.5071615151791495,0.2057204636989412,-1.2425903,0.3842195321560225,-0.6186396,0.027221395241859927
28,7,10,-0.6963063556364282,-0.6489538757540236,0.23532163754146995,-0.6701292959549381,0.03759417025220759,-0.3679249807823094,0.43304910483073233,0.9441654457735986,0.03988426541536286,1.0572797664311255,-0.1096400271602069,0.8310511251160716,3.5390443567754715,-0.43900031497649095,0.3695299325894533,-5.00249909738267,6.708558780961489,0.1357322975942239,-0.5739464,0.17572716128171662,-0.71108305,0.09573743390673117
29,7,1000,-0.6963063556364282,-0.6489538757540236,0.297236454602964,-0.4971557851012489,0.2860099852932614,-0.4487756657544802,0.30846292391266655,1.0000936990773737,-0.041396332011749956,0.9405486799356966,0.038702777333255084,1.0596387182190508,0.7868854788179306,-0.3746974563093879,0.46187844865079225,0.07261307737370239,1.1118925089850689,0.42531408429716244,-0.35989845,0.4831320365279904,-0.41046584,0.3674961320663344
30,7,100000,-0.6963063556364282,-0.6489538757540236,0.2481421839215146,-0.5364915493431652,0.22951794852883578,-0.4758347740190548,0.2667664193141934,1.0015030260154507,-0.03247065631979181,0.9533672843038845,0.03221327070410152,1.0496387677270171,0.5357322254377269,-0.12041114689423485,0.82707159582914,-0.490354185265127,0.24439285504631383,0.38029243796930146,-0.47135502,0.3230637388494219,-0.36502284,0.437521137089181
31,7,10000000,-0.6963063556364282,-0.6489538757540236,0.12258318995268531,-0.7783279971454815,0.11779533655711796,-0.731611807993706,0.12737104334825267,1.0012167049689957,-0.02760519920927318,0.9603548079292744,0.027307071859867863,1.042078602008717,0.44165912877080565,-0.44049023029721207,0.36739019149896834,-0.31414035768537263,0.515928066042643,0.38029243796930146,-0.47135502,0.3230637388494219,-0.36502284,0.437521137089181
