,Seed,Sample Size,True Effect,Cumulant Estimate,Cumulant Minimization Estimate,Cross Moment Estimate,Relvlingam Estimate,GRICA Estimate,Cumulant Error,Cumulant Minimization Error,Cross Moment Error,Relvlingam Error,GRICA Error
0,0,10,0.5348517198806163,0.18386632295984262,0.4293552908173781,0.3415878208488765,0.3997892132792878,0.10791590064764023,0.6562293508173008,0.19724425507463253,0.3613410817392118,0.25252327249031875,0.7982321143667108
1,0,1000,0.5348517198806163,0.23364622870527554,0.24557647573760233,0.4128305766396042,0.0,0.220667764544487,0.5631570021735605,0.5408512927799556,0.2281401343689206,1.0,0.5874225391034696
2,0,100000,0.5348517198806163,0.6338801613403581,0.6066710985530988,0.43373582415935213,0.0,0.28067946434020996,0.18515120692113657,0.134279045954107,0.18905407230219648,1.0,0.4752200396721915
3,0,10000000,0.5348517198806163,0.5334461889583424,0.5339266297509138,0.4321175746768396,0.0,0.28067946434020996,0.0026278889457205805,0.0017296198092230724,0.19207967626374634,1.0,0.4752200396721915
4,1,10,-0.768187004071361,-0.25250684546984253,-0.3364208428847133,-0.19364892367514452,-0.3064072535618044,-0.3171832859516144,0.6712950829269877,0.5620586639689346,0.7479143455319957,0.6011293448888643,0.5871014684307917
5,1,1000,-0.768187004071361,-0.32217498774443215,-0.3231093363039554,-0.6749174697238535,-0.6496560272730775,-0.34486469626426697,0.58060343895833,0.5793871354351368,0.12141514221560978,0.15429963820016998,0.5510667396916407
6,1,100000,-0.768187004071361,-0.3555682494988032,-0.3482088683980775,-0.7214081469039781,-1.080523920300643,-0.4273313283920288,0.5371332141596962,0.5467134089061854,0.060895142614307105,0.40658969049711663,0.4437144521748096
7,1,10000000,-0.768187004071361,-0.35336422389936706,-0.34880508678725136,-0.7260224715747617,-0.7531333129017458,-0.4273313283920288,0.5400023405413649,0.5459372718640148,0.054888369984299225,0.01959638875668453,0.4437144521748096
8,2,10,0.8141340591266695,0.984717234524128,0.857926468712178,0.8190550842600783,0.1295055609558445,0.6502357721328735,0.20952713313633498,0.05379017017478075,0.006044489943938349,0.8409284570470291,0.20131609181123244
9,2,1000,0.8141340591266695,0.9807452202657301,0.7522702444278826,3.338069892370924,0.9036924708405645,1.037398338317871,0.20464831224207256,0.07598725787881773,3.1001477028877877,0.11000450197350212,0.27423527696495054
10,2,100000,0.8141340591266695,0.8037190348677203,0.8106397995854054,3.4863021255766236,0.806247975708712,0.9938181638717651,0.012792763233762073,0.004291995282708555,3.2822211974725857,0.009686467885174806,0.22070579498644827
11,2,10000000,0.8141340591266695,0.8136200844463436,0.8130838203931511,3.362373700988774,0.8252003487070856,0.9938181638717651,0.0006313145538674866,0.0012900071207498631,3.130000045196032,0.013592711736304266,0.22070579498644827
12,3,10,0.7363451269665403,1.6436427643860927,1.5824054853749236,5.018325358272764,0.9863042210397548,2.55326509475708,1.2321635659589014,1.1489997386060362,5.815181053681092,0.3394591543003077,2.4674842017024727
13,3,1000,0.7363451269665403,-0.11410518132207516,0.5289917341227512,11.010333486180388,0.0,1.3006106615066528,1.154961548794578,0.28159810563017584,13.952680588162158,1.0,0.7663057904174232
14,3,100000,0.7363451269665403,0.7292631588880345,0.7300894275152567,9.895383746176744,0.6804370799498275,1.175365924835205,0.009617729267362441,0.008495607864011613,12.438513251173308,0.07592641679728708,0.5962160701426276
15,3,10000000,0.7363451269665403,0.730686073039317,0.7321013213059179,8.696464565709059,0.7286597548345038,1.175365924835205,0.007685328142981615,0.00576333774096569,10.810310474295063,0.010437187469002815,0.5962160701426276
16,4,10,0.7389335775731437,0.7104217521366596,0.777521399455444,0.8110501633933589,0.0,0.5610600113868713,0.03858509925902218,0.05222096146859779,0.09759549167743252,1.0,0.2407165834451006
17,4,1000,0.7389335775731437,0.7749002619914692,0.7476834155743349,0.7742088783992518,0.7418027556715971,0.6641714572906494,0.04867377191932428,0.011841169851731519,0.047738121391047945,0.003882863339187524,0.10117569772378347
18,4,100000,0.7389335775731437,0.7891826569743892,0.3765869032144491,0.7877751200771439,0.7431742803814557,0.7019078731536865,0.06800216004025278,0.4903643376834199,0.06609733809148169,0.005738949936798948,0.050106945391573
19,4,10000000,0.7389335775731437,0.7383029264100522,0.7387458908469087,0.7889842481051598,0.7383749379411833,0.7019078731536865,0.0008534612341784422,0.00025399674873545524,0.06773365299814349,0.0007560079131810174,0.050106945391573
20,5,10,-0.6096345847968898,-0.37205146770259545,-0.49859364375716975,0.44869564438445764,0.0,-0.7499803304672241,0.38971397459914325,0.18214344102002555,1.7360075290576702,1.0,0.2302128999408603
21,5,1000,-0.6096345847968898,-0.6059969962186466,-0.6045199284048587,-0.7687344915647699,-1.999340625257156,-0.5385916233062744,0.005966834344634796,0.008389708391847816,0.26097585461114703,2.2795721816262615,0.11653367978505448
22,5,100000,-0.6096345847968898,-0.5767894514356526,-0.609713935625201,-0.7213255587928737,-0.9512343981733168,-0.5867231488227844,0.05387675532250208,0.0001301612970951575,0.1832097075548883,0.5603353580903498,0.037582244422269324
23,5,10000000,-0.6096345847968898,-0.6096317889066727,-0.6090413904644136,-0.7273043254475895,-0.6098294930602306,-0.5867231488227844,4.586173893093056e-06,0.0009730326121078082,0.19301683924297597,0.00031971326463659254,0.037582244422269324
24,6,10,-0.8960897085493666,-0.860859645538463,-0.936926952346518,-0.9978397008673927,-0.8596307250851346,-1.0647354125976562,0.039315330457188075,0.04557271823070111,0.11354889063813027,0.040686756154418524,0.18820180885829102
25,6,1000,-0.8960897085493666,-1.0894026790102722,-1.1323378227394056,-1.038368362662504,-1.4631579283262828,-1.176857590675354,0.21572948401990907,0.2636433740238897,0.15877724379121025,0.6328252789499319,0.31332564077820735
26,6,100000,-0.8960897085493666,-0.8911513452780451,-0.8972116133526926,-1.0466010657065978,-0.8754716305741799,-1.092914342880249,0.005511014381937316,0.0012520005448362552,0.167964608589118,0.023008944058250953,0.21964835936963456
27,6,10000000,-0.8960897085493666,-0.8755676315571969,-0.8958143927294144,-1.0427970123966048,-0.8972873715370502,-1.092914342880249,0.022901810830292784,0.0003072413591245345,0.16371943840838776,0.0013365436253278359,0.21964835936963456
28,7,10,0.8638374110878455,1.9216239314457988,1.8882291922083014,2.5403838727896804,2.0102910453217886,2.0110690593719482,1.2245203863373597,1.1858617929390456,1.9408125188633942,1.3271636763105619,1.328064325020809
29,7,1000,0.8638374110878455,1.1664792304515412,1.1641772438035258,1.1454632614807028,-70.43518159951628,1.189314603805542,0.3503458121622373,0.34768097429058686,0.3260171958033178,82.53754479192564,0.37678061697723575
30,7,100000,0.8638374110878455,1.1518131185395608,1.148150100328066,1.178367685344387,1.0883959582290017,1.0894633531570435,0.33336795067611447,0.3291275482989104,0.36410818774385795,0.2599546445416918,0.2611902878633877
