,Unnamed: 0,Seed,Sample Size,True Effect 0,True Effect 1,Cumulant Error,Cumulant Estimate 0,Cumulant Error 0,Cumulant Estimate 1,Cumulant Error 1,Min Norm Error,Min Norm Estimate 0,Min Norm Error 0,Min Norm Estimate 1,Min Norm Error 1,Relvlingam Error,Relvlingam Estimate 0,Relvlingam Error 0,Relvlingam Estimate 1,Relvlingam Error 1,GRICA Error,GRICA Estimate 0,GRICA Error 0,GRICA Estimate 1,GRICA Error 1
140,140,35,10,0.7018324780041424,0.8526474507574657,1.0758801785316954,1.3063999828095536,0.8614128353316857,1.9528589757532175,1.2903475217317049,0.6622048976038861,0.6373212363266042,0.0919182906168634,-0.198233288712206,1.2324915045909088,1.0,0.0,1.0,0.0,1.0,1.063291792148542,2.0638306,1.9406313882182358,1.0111991,0.1859521960788483
141,141,35,1000,0.7018324780041424,0.8526474507574657,0.1039402257442216,0.7884803788664826,0.1234595200107407,0.9246287427724996,0.0844209314777025,0.999742311328092,0.0012059749279854,0.9982816769445966,-0.0010256885943845,1.0012029457115874,1.0,0.0,1.0,0.0,1.0,0.22371750936653673,0.91791713,0.3078863705310126,0.73366165,0.13954864820206087
142,142,35,100000,0.7018324780041424,0.8526474507574657,0.0515251487421541,0.7352601904915512,0.0476291900632326,0.8999021167182015,0.0554211074210756,0.9958695665198734,0.0164761712649912,0.9765240683761944,-0.0129730860984879,1.0152150646635525,1.0,0.0,1.0,0.0,1.0,0.22841211416974788,0.89694947,0.2780107762950924,0.7001826,0.17881345204440338
143,143,35,10000000,0.7018324780041424,0.8526474507574657,0.0111700643962015,0.709450583159937,0.0108545919354699,0.8624405644791108,0.0114855368569332,0.9961056770251032,0.0157369759318404,0.9775773045205988,-0.0124776850256785,1.0146340495296078,0.3419591531205139,1.024667402759598,0.4599885797156712,0.6617143402868039,0.2239297265253567,0.17661045061744424,0.86449707,0.23177124547237887,0.7490937,0.12144965576250957
144,144,36,10,0.7125652546274042,0.5973568145222495,0.080881608131371,0.6713144891588958,0.0578905092559952,0.5353077451488963,0.1038727070067467,1.0043178608333154,0.1108515501978866,0.8444331245762885,-0.0980875403341672,1.1642025970903422,2.286341439088746,-0.914381144281292,2.283224432209252,-0.7702667897423978,2.289458445968239,0.8545810711432162,-0.1649204,1.2314460373733058,0.31198984,0.47771610491312666
145,145,36,1000,0.7125652546274042,0.5973568145222495,0.1685994971350479,0.5957746037326519,0.1639016920012769,0.7008771389708506,0.1732973022688188,0.0990302994840604,0.641540763591982,0.0996743674690684,0.6561285003633721,0.0983862314990524,0.0368759418717191,0.7613543462758543,0.0684696472801801,0.6005121944694947,0.005282236463258,0.11086653252789094,0.6272447,0.11973716533481067,0.53642887,0.10199589972097123
146,146,36,100000,0.7125652546274042,0.5973568145222495,0.0634907981637561,0.7483966026874062,0.0502850059377901,0.5515415836023274,0.076696590389722,0.1330388463883894,0.6142130929550476,0.138025480520776,0.6738496761280224,0.1280522122560028,1.0,0.0,1.0,0.0,1.0,0.26096022849882233,0.5398977,0.24231826239562884,0.43033454,0.2796021946020158
147,147,36,10000000,0.7125652546274042,0.5973568145222495,0.0008743080635404,0.7117327735498029,0.0011682874967522,0.5977034777842387,0.0005803286303286,0.1274013023336952,0.6259900280766288,0.1214979624512353,0.6769872509575201,0.133304642216155,0.3362232606214576,0.4844928957503994,0.320072242360824,0.3868636377696687,0.3523742788820913,0.20995442372124803,0.5280505,0.2589443860138591,0.5012036,0.16096446142863696
148,148,37,10,-0.5795442121669782,0.6462744671487468,2.43774186566041,1.123620078849403,2.9387995863992273,1.8979039809433755,1.9366841449215928,0.0774989983630115,-0.4964536300680597,0.1433722921470197,0.6387610711167226,0.0116257045790033,0.9286037744370488,0.0,1.0,0.0922831152642559,0.8572075488740978,0.7844589149122922,-1.1333629,0.9556107463347623,0.24990976,0.6133070834898221
149,149,37,1000,-0.5795442121669782,0.6462744671487468,0.5533091952022562,-0.92901535931768,0.6030103309012292,0.3208054368414481,0.5036080595032831,0.0201401734455996,-0.5926263947574691,0.0225732261936933,0.6348308071552275,0.017707120697506,1.645874430476686,-1.124766536009845,0.9407777912304952,2.1656470425160186,2.350971069722877,0.6460852910109309,-0.9692684,0.6724666750987174,0.24577565,0.6197039069231446
150,150,37,100000,-0.5795442121669782,0.6462744671487468,0.3230324597727699,-0.7797915057869783,0.3455254826396315,0.4520435027051965,0.3005394369059083,0.0306644635016089,-0.5971116368778298,0.0303124840901526,0.6262293320322561,0.0310164429130652,0.9642926232210202,-1.4545914622788116,1.509888687939679,0.3756815719056191,0.4186965585023613,0.6125805403091047,-0.9960962,0.7187579012581714,0.31899902,0.5064031793600379
151,151,37,10000000,-0.5795442121669782,0.6462744671487468,0.0442175876416158,-0.5517468120877371,0.0479642441347202,0.6724297966117647,0.0404709311485115,0.029785203023013,-0.5980265096254999,0.031891091430996,0.6283860328448758,0.0276793146150299,0.5999901646409768,-1.029882512171281,0.777055987360204,0.3729492634290337,0.4229243419217495,0.6000770275825973,-1.0023271,0.7295092652094859,0.34210876,0.4706447899557088
152,152,38,10,0.8172138436618996,0.8692657182217347,0.6332194439851262,1.5010664500518145,0.8368098652435951,0.4958039372123449,0.4296290227266573,0.1601064043652967,0.7136502576760878,0.126727645143342,1.0374557379126566,0.1934851635872513,1.0,0.0,1.0,0.0,1.0,0.24372783224929,0.68887734,0.15704151431816138,1.1564834,0.33041415018041864
153,153,38,1000,0.8172138436618996,0.8692657182217347,0.0915405132025951,0.9342944522906907,0.1432680191810727,0.8346576359024951,0.0398130072241175,0.0398324130431345,0.8217055170231544,0.0054963255897964,0.9337378530752302,0.0741685004964727,0.9379163966612808,0.0,1.0,1.6305971403514194,0.8758327933225617,0.20375959374560626,0.93589115,0.14522185188950687,1.0972718,0.26229733560170565
154,154,38,100000,0.8172138436618996,0.8692657182217347,0.1436282268586055,0.9427313798360452,0.153592033648998,0.7530758201104479,0.1336644200682129,0.0099060488918943,0.8082846318526223,0.0109264079145623,0.8769897438078033,0.0088856898692262,0.352732923017416,1.1526450342429058,0.410457058678734,1.1257067436445565,0.295008787356098,0.18136381704036889,0.9043749,0.10665635989173465,1.0918597,0.2560712741890031
155,155,38,10000000,0.8172138436618996,0.8692657182217347,0.1079765642181909,0.7224089197328664,0.1160099338310478,0.956142911061715,0.099943194605334,0.0099493889263392,0.8082527176043472,0.0109654604202468,0.8770311448157401,0.0089333174324315,0.3468216921279096,1.0793187222629148,0.3207298562473374,1.1934266639806286,0.3729135280084817,0.1605184795504502,0.900658,0.10210811823824849,1.059573,0.2189288408626519
156,156,39,10,-0.7194996691817043,0.5625703616198372,1.945891474851182,-0.5518403183298166,0.2330221375119861,2.620880754814267,3.6587608121903776,1.794990163756291,1.0580363460779283,2.4705167929837217,1.1923473670599594,1.1194635345288606,1.0,0.0,1.0,0.0,1.0,0.7929036734364762,-0.39065725,0.45704318869649696,1.1975796,1.1287641581764554
157,157,39,1000,-0.7194996691817043,0.5625703616198372,1.2592410522765591,-1.349650737508392,0.8758184267733801,1.4866842608481563,1.6426636777797383,0.9733806194873638,-0.2524943015013529,0.6490696072334297,-0.1674724889199013,1.297691631741298,1.0,0.0,1.0,0.0,1.0,0.7452476646057078,-1.1919262,0.6566042931980952,1.0316927,0.8338910360133205
158,158,39,100000,-0.7194996691817043,0.5625703616198372,0.171659936973315,-0.821528844163973,0.1418057288314082,0.6759362471088198,0.2015141451152217,1.0140320639272646,-0.0957189675411552,0.8669645426661314,-0.0906298518962427,1.1610995851883978,1.6336387486226402,-3.0173148158398155,3.193629191339927,0.6040027157057003,0.0736483059053534,0.6998508710200138,-1.2631037,0.7555306522413613,0.9249619,0.6441710897986662
159,159,39,10000000,-0.7194996691817043,0.5625703616198372,0.0117776511132678,-0.7122699495139394,0.0100482598914705,0.5549716999289852,0.013507042335065,1.014257529506121,-0.1007420513139456,0.8599831860541078,-0.0948110367145259,1.168531872958134,0.7015247710398798,-1.32269835324998,0.8383585287180199,0.8802487892102234,0.5646910133617397,0.6923528891773566,-1.2720939,0.7680256803234407,0.9094963,0.6166800980312725
160,160,40,10,-0.6449183576134948,0.505829819796409,0.1991443832787706,-0.6111144147066705,0.052415848467882,0.6807826556261594,0.3458729180896591,0.6713396707921551,0.0112173012040133,1.0173933662634798,0.6703691660752438,0.3252859753208305,0.6508225126800434,0.0,1.0,0.353248770976033,0.3016450253600868,0.35171642574645134,-0.81632775,0.2657846393202892,0.72720534,0.4376482121726135
161,161,40,1000,-0.6449183576134948,0.505829819796409,1.4045202779926185,-1.386342794968973,1.1496407701884963,-0.3335440748233562,1.6593997857967409,0.0649047828177674,-0.6057935357994374,0.060666317452705,0.5408045365648682,0.0691432481828298,1.0672743294143645,-1.484221468245159,1.301409861765272,0.9272562673804142,0.8331387970634567,0.43016567359667895,-0.70571333,0.09426770593233987,0.89332765,0.766063641261018
162,162,40,100000,-0.6449183576134948,0.505829819796409,0.1286822538143457,-0.7171382489922747,0.1119829983535093,0.4322915171580136,0.1453815092751821,0.1252416080450554,-0.5727240665583605,0.1119433029047081,0.5759074391175913,0.1385399131854027,0.7849695545829916,-0.8826247797426638,0.3685837429233617,1.1135111882143631,1.2013553662426215,0.46167521834020453,-0.7453096,0.15566502720024214,0.894148,0.767685409480167
163,163,40,10000000,-0.6449183576134948,0.505829819796409,0.0052953303744607,-0.6481690044893017,0.0050404005986677,0.5030223327047829,0.0055502601502537,0.1214479106797701,-0.5764109895967514,0.1062264195273542,0.5749612786968666,0.136669401832186,0.6242791584562936,-0.8284921901648856,0.2846466229162734,0.9934050982702156,0.9639116939963136,0.47948354139655835,-0.74817455,0.16010738307669078,0.9099169,0.7988596997164259
164,164,41,10,-0.550489577882562,-0.6291566119995221,0.8528634479607258,0.0516302772767042,1.0937897452578451,-0.2441523075313663,0.6119371506636064,1.0346691315563397,0.150435234107258,1.2732753537058803,-0.1283083689786579,0.796062909406799,1.0886673914635878,0.0,1.0,-1.3698845752151767,1.1773347829271756,1.0430466166943426,-0.03448227,0.9373607205937721,0.093576044,1.148732512794913
165,165,41,1000,-0.550489577882562,-0.6291566119995221,0.0637188098769435,-0.4913432677237275,0.1074431061644048,-0.616576931570985,0.0199945135894822,0.9940316102794268,-0.0190500861657846,0.9653942836864232,0.0142623115202894,1.0226689368724309,0.6626613194402304,0.0,1.0,-0.8338355012842968,0.3253226388804608,0.4373950326790189,-0.2929814,0.46778032145198,-0.37308374,0.4070097439060579
166,166,41,100000,-0.550489577882562,-0.6291566119995221,0.0364654397824673,-0.5214844903905657,0.0526896214885,-0.6164216906455445,0.0202412580764346,0.9867840837539964,-0.0414536867393606,0.924696691082126,0.030747812531513,1.048871476425867,0.8878043800579131,-1.380739220695521,1.5082022915065598,-0.4609160641825596,0.2674064686092662,0.41775129289392443,-0.34191528,0.3788887322045026,-0.341875,0.4566138535833462
167,167,41,10000000,-0.550489577882562,-0.6291566119995221,0.0113811457040001,-0.5443716350210965,0.0111136397622602,-0.6218277857957256,0.01164865164574,0.9833072164729266,-0.0526457574010581,0.9043655692746116,0.0391642841682185,1.0622488636712415,0.3922115889554298,-0.3345430832437391,0.3922808047873553,-0.3824376451036856,0.3921423731235044,0.4046875682267592,-0.3267345,0.406465578692462,-0.3756634,0.4029095577610564
168,168,42,10,-0.5682096494749166,0.5260206371941119,0.7476331072483022,-1.2545768865193143,1.207947168230372,0.67715638498908,0.2873190462662326,0.8908712961382244,0.066933978431401,1.1177980319293324,0.1767720964987572,0.6639445603471165,4.114817612390976,-4.6546215885176565,7.191732739524926,1.0719787638343652,1.0379024852570264,2.0921567893251676,-2.1628122,2.8063630826576946,1.250851,1.3779504959926403
