,Unnamed: 0,Seed,Sample Size,True Effect,Cumulant Estimate,Cumulant Minimization Estimate,Cross Moment Estimate,Relvlingam Estimate,GRICA Estimate,Cumulant Error,Cumulant Minimization Error,Cross Moment Error,Relvlingam Error,GRICA Error
0,0,0,10,0.5348517198806163,0.5313528844263224,0.247428530886954,-0.1455557905843067,0.0,0.0191087312996387,0.0065416924434211,0.5373885477227551,1.272142325010745,1.0,0.8370776603824042
1,1,0,1000,0.5348517198806163,0.2420293468350067,0.2388385336726183,0.0940683270747472,0.0,0.2035313248634338,0.5474832783766128,0.5534490686018,0.8241226052414226,1.0,0.7309040313049946
2,2,0,100000,0.5348517198806163,0.2238386177360926,0.2286721835013906,0.2026562446245859,-0.0459497561393901,0.2006714940071106,0.581494067578103,0.5724568604688561,0.6210982650110566,1.0859112057256664,0.6310493546445439
3,3,0,10000000,0.5348517198806163,0.6838015101785225,0.6889543149098861,0.1954371687969143,-0.2950684420505463,0.2006714940071106,0.2784880084729897,0.2881220893590225,0.6345956055997396,1.551682702107433,0.6806810249095997
4,4,1,10,-0.768187004071361,-0.2933994011937174,-0.3013326659231252,-0.6370596636075528,0.0,-0.2194297462701797,0.6180625295159745,0.607735272367179,0.1706971606768122,1.0,0.07108864852731467
5,5,1,1000,-0.768187004071361,-0.530646228328803,-0.5311574907282985,-0.5342131428524822,-1.3633958452969752,-0.5475831627845764,0.3092225909623583,0.3085570467696216,0.3045793016268519,0.774822846612909,0.21299464043490182
6,6,1,100000,-0.768187004071361,-0.5182855804993213,-0.5220075792782237,-0.5086774616471893,-0.7307931916442838,-0.4880873262882232,0.3253132664931481,0.3204680936912444,0.3378207923966186,0.048678007085373,0.4668910962823197
7,7,1,10000000,-0.768187004071361,-0.5190301533625034,-0.5223127608779485,-0.5106728670151597,-0.7422472297809503,-0.4880873262882232,0.3243440065873753,0.3200708185510671,0.3352232408142633,0.0337675255542347,0.33568855560071115
8,8,2,10,0.8141340591266695,0.8611019121096886,0.7865076209028838,0.6552611592252288,0.7541536489599073,1.0005593299865725,0.0576905639267837,0.0339335247237055,0.1951434141839802,0.0736738740928045,0.16877995570600565
9,9,2,1000,0.8141340591266695,0.8435615052490216,0.6792612158242208,0.9334770657570428,0.8664943933663918,0.7782170176506042,0.036145700812369,0.1656641701578339,0.1465888882703099,0.0643141429261537,0.14727661822734883
10,10,2,100000,0.8141340591266695,0.9927878790429052,0.5605136906534439,0.9892523730416298,0.8198597047072056,0.7982209920883179,0.2194402972255939,0.3115216291838802,0.2150976389598682,0.0070328043844254,0.21972782479101907
11,11,2,10000000,0.8141340591266695,0.8176751902309493,0.8145502089550368,0.9884964190268068,0.9159580110087364,0.7982209920883179,0.0043495675737708,0.0005111563921226,0.2141691014464838,0.125070251932826,0.19156136068740298
12,12,3,10,0.7363451269665403,0.1638434200015236,0.3330027349060151,0.6142700058334586,1.6514539176129743,0.5234807729721069,0.7774909970865215,0.547762696172298,0.1657851959121186,1.242771571554132,0.09849444395691696
13,13,3,1000,0.7363451269665403,-1.9419088934558648,-1.249754581129192,0.8695669165479771,0.6979374339231884,0.7841012477874756,3.6372265155821495,2.69724024151243,0.1809230273992027,0.0521599065937692,0.206478603147184
14,14,3,100000,0.7363451269665403,0.6282803223061086,0.718300878229773,0.9085897931724118,0.6795146045320426,0.7572039365768433,0.146758361945868,0.0245051512883676,0.2339183894859921,0.0771791926818578,0.14181407675375604
15,15,3,10000000,0.7363451269665403,0.7365015484180367,0.7352244991763612,0.9122595136448756,0.7364398534462442,0.7572039365768433,0.0002124295330653,0.0015218784631544,0.2389020857692577,0.0001286441319902,0.22360674477981846
16,16,4,10,0.7389335775731437,-0.7018759821680696,0.3204755251263906,1.1870495642113044,0.0,1.2355502843856812,1.949849896486256,0.5662999559731494,0.6064360860551146,1.0,0.6925017223813307
17,17,4,1000,0.7389335775731437,0.7120713292373714,0.8210025100728177,1.8263317117847584,0.0,0.7738093137741089,0.0363527239132848,0.1110640184591561,1.471577645426429,1.0,0.39791828506330695
18,18,4,100000,0.7389335775731437,0.7358686416170517,0.7474809586458052,2.8202765021250475,-2.168339296168935,0.921750009059906,0.0041477827630436,0.0115671845644549,2.8166847301588227,3.9344170599072568,0.4919901288601367
19,19,4,10000000,0.7389335775731437,0.7384087506397368,0.7398170240112463,2.7310993200426177,0.7813439592613275,0.921750009059906,0.0007102491337998,0.0011955694867785,2.696001106097088,0.0573940378071204,0.4112344659444317
20,20,5,10,-0.6096345847968898,-0.3480320914072408,-0.1771681873638683,-0.0643263872281462,0.0,-0.2507176697254181,0.4291136033182998,0.7093862589457667,0.8944836975586323,1.0,0.42457233828846214
21,21,5,1000,-0.6096345847968898,-1.64132405417941,-1.524629537749441,-0.93976903892273,-1.187329699496133,-0.7004001140594482,1.6923079744995853,1.5008908217656276,0.5415284210554265,0.9476088284783126,0.322708663744478
22,22,5,100000,-0.6096345847968898,-0.5071644947224884,-0.1547129871590705,-1.040689973044192,-1.0729691066122276,-0.6768093109130859,0.1680844437468079,0.7462201275693442,0.7070717426422183,0.7600200732865338,0.4139266570245793
23,23,5,10000000,-0.6096345847968898,-0.6052923454174644,-0.6094567316759181,-1.077886535480793,-0.6113580348650345,-0.6768093109130859,0.0071226919989654,0.0002917372560662,0.7680862640690066,0.0028270214832363,0.3135048833479876
24,24,6,10,-0.8960897085493666,-1.551312658951272,-1.552721653786836,-1.1432497064177456,-1.4440977369767642,-1.3102667331695557,0.7312024054629663,0.7327747869133069,0.2758205964316826,0.6115548735790521,0.48780915077185955
25,25,6,1000,-0.8960897085493666,-1.2738359080443171,-1.261867950564046,-1.0288004847100194,0.0,-1.1438970565795898,0.4215495344840689,0.4081937762758361,0.1480998776065527,1.0,0.13451351075198878
26,26,6,100000,-0.8960897085493666,-1.1474668347280306,-1.2064073661435073,-1.05767032110744,0.0,-1.1756583452224731,0.280526741664744,0.3463019992680173,0.1803174514967343,1.0,0.18699839448695305
27,27,6,10000000,-0.8960897085493666,-0.9171963707513006,-0.8975661653444504,-1.0533436924761077,-1.1241078248418028,-1.1756583452224731,0.0235541843640882,0.0016476662782724,0.1754891083185311,0.2544590280604415,0.2033592957742214
28,28,7,10,0.8638374110878455,1.337561315466486,1.3662241012272442,-0.8545684011212977,1.3794970783116305,1.2587614059448242,0.5483947538021904,0.5815755183683633,1.98926996000917,0.5969406517997475,0.17021744633624272
29,29,7,1000,0.8638374110878455,1.1823718096770406,1.1918446848725557,1.1543314353719356,0.0,1.184721827507019,0.3687434631802519,0.3797095027079745,0.3362832178317745,1.0,0.36868169153668806
30,30,7,100000,0.8638374110878455,0.9722672777750264,1.174306370051164,1.1459838662368038,0.8499978095777443,1.1736626625061035,0.1255211516605114,0.359406706607369,0.3266198610148713,0.0160210721745342,0.31435038804199933
