Seed,Sample Size,True Effect,Effect Estimate,Cross Moment Effect Estimate,GRICA Effect Estimate,Error,Cross Moment Error,GRICA Error
35,1000,0.6373485989045681,-0.3375211025013168,0.24222753389128107,0.06476039439439774,1.529570635412748,0.6199449809608032,0.8983909362855688
35,100000,0.6373485989045681,-0.3002714219642739,0.2867292158209308,0.2207953929901123,1.4711258838261514,0.550121838639417,0.6535720116595525
35,10000000,0.6373485989045681,0.6366160875030333,0.2999030479418675,0.2207953929901123,0.001149310444541233,0.5294520950429314,0.6535720116595525
36,10,-0.6988864309968924,0.351044195575502,-0.02543722656691118,0.00021994858980178833,1.5022907585639804,0.9636032044138738,1.000314712920507
36,1000,-0.6988864309968924,0.8352523380009893,-0.7418384292251887,-0.728159487247467,2.195118836131336,0.06145776527243423,0.04188528343413323
36,100000,-0.6988864309968924,-1.1054543883847094,-0.7313828714041902,-0.7858421802520752,0.5817368020836919,0.04649745504565722,0.12442042855396264
36,10000000,-0.6988864309968924,-0.6582512557028813,-0.7307701934616537,-0.7858421802520752,0.05814274464600636,0.04562080625786694,0.12442042855396264
37,10,0.7691521463670195,0.48197275827440744,0.6049546415329328,0.9386113286018372,0.3733713667043158,0.2134785758703921,0.2203194556957736
37,1000,0.7691521463670195,0.4536638305096637,0.7099150738787607,0.7335866093635559,0.41017673466494226,0.07701606602550169,0.046239924274348435
37,100000,0.7691521463670195,0.8168197373101261,0.7097808885625022,0.7222330570220947,0.06197420259211101,0.07719052476801751,0.06100105104892492
37,10000000,0.7691521463670195,0.7760546179707778,0.7021090911809639,0.7222330570220947,0.008974130328259737,0.08716488084018734,0.06100105104892492
38,10,-0.6772104824280016,-0.22293052257333368,0.3956769892012242,-0.8267026543617249,0.6708105849542357,1.5842747557341466,0.22074698459738717
38,1000,-0.6772104824280016,-1.564724117113843,-0.7404918795118308,-0.6717286109924316,1.310543261976454,0.0934442078583109,0.008094782313344961
38,100000,-0.6772104824280016,0.3155752187944055,-0.7610163393474008,-0.5209969878196716,1.4659928146164751,0.12375156482949012,0.23067199735045155
38,10000000,-0.6772104824280016,-0.6875865881964938,-0.7816059172848236,-0.5209969878196716,0.01532183277980384,0.15415507817087123,0.23067199735045155
39,10,0.6423703755748386,0.6441512108072242,-3.058258296570847,-2.039769411087036,0.0027722872973274548,5.76089560299866,4.175379015979225
39,1000,0.6423703755748386,-0.2848688977532543,0.5060606603372759,0.5311874747276306,1.4434651854832712,0.21219800977836661,0.17308223584830418
39,100000,0.6423703755748386,0.65678092241496,0.6709603080187002,0.7239190936088562,0.022433392615943508,0.04450692860528843,0.1269496868703543
39,10000000,0.6423703755748386,0.6431064834455014,0.685004257635562,0.7239190936088562,0.0011459243742429498,0.06636962674776475,0.1269496868703543
40,10,0.8254504865474945,1.1075902002589308,0.5673486338439552,2.2961227893829346,0.34180089334189595,0.31267999342161484,1.781660228933454
40,1000,0.8254504865474945,1.4830417762813013,2.113135251542261,1.7476634979248047,0.7966453475413519,1.5599782009707206,1.1172238994425114
40,100000,0.8254504865474945,-1.0546515397617533,1.9981672475013792,1.7138205766677856,2.277667839500475,1.4206990971182973,1.0762245641600652
40,10000000,0.8254504865474945,1.004060868388825,2.0119508489561904,1.7138205766677856,0.21637927986254044,1.437397374821739,1.0762245641600652
41,10,0.6583004277891302,1.1279461492474017,0.7262827529122282,0.9112750887870789,0.7134215650376434,0.10326945305415235,0.3842845155783229
41,1000,0.6583004277891302,0.596439894657839,0.6481590467945185,0.7210631370544434,0.09397006369728002,0.015405399368599889,0.09534052632488577
41,100000,0.6583004277891302,0.6593904155748477,0.6515040349670302,0.6341750025749207,0.0016557604092376495,0.010324150699590666,0.03664804729845556
41,10000000,0.6583004277891302,1.7076951984706716,0.6552971912309165,0.6341750025749207,1.5940970511076265,0.0045621063445150664,0.03664804729845556
42,10,-0.5092249700165663,0.16037885855530623,0.13490021397646915,-0.06924121081829071,1.3149469645019345,1.2649128026303984,0.8640262852466992
42,1000,-0.5092249700165663,-0.15680085536196375,-1.1861680379520032,0.08198210597038269,0.6920794057744996,1.3293595322189609,1.160993884427379
42,100000,-0.5092249700165663,-0.4943110847569433,-0.47128973470125224,0.05368255823850632,0.029287419387815608,0.07449602346499218,1.1054201215560184
42,10000000,-0.5092249700165663,-0.5189278482537665,-0.46765268760601475,0.05368255823850632,0.01905420748885216,0.08163834230124085,1.1054201215560184
43,10,-0.666347509155347,-0.5030312074181961,-1.2400714698203175,-0.6407682299613953,0.24509178693286998,0.8609981320290595,0.038387296181801145
43,1000,-0.666347509155347,-0.37585886793112133,-0.6579128462234013,-0.6606112718582153,0.435941662920666,0.012658054267565865,0.00860847713590595
43,100000,-0.666347509155347,-0.6677912272452201,-0.6734115707970239,-0.6982744932174683,0.0021666143716859224,0.010601167625930111,0.047913413982129914
43,10000000,-0.666347509155347,-0.6678200901538885,-0.669669876948213,-0.6982744932174683,0.0022099294711976215,0.004985938638950382,0.047913413982129914
44,10,-0.5163942790443444,0.005282703888299275,-1.5609382866579924,0.4637500047683716,1.010229981436037,2.022764484429832,1.8980541101783737
44,1000,-0.5163942790443444,0.25071775707799293,-0.17512041429516778,-0.5118358135223389,1.4855161399967078,0.6608784771604148,0.008827490363451745
44,100000,-0.5163942790443444,0.15530519235853177,-0.4092122341281822,-0.5845580101013184,1.3007492504486,0.20755854444111332,0.1319993923695667
44,10000000,-0.5163942790443444,0.08267651487544307,-0.39101912034124986,-0.5845580101013184,1.1601034678936544,0.2427895966142727,0.1319993923695667
45,10,-0.502056030302308,0.0899229536912953,0.2106266159052987,0.46654489636421204,1.1791093986803607,1.4195281068100547,1.9292685839930788
45,1000,-0.502056030302308,-0.3879639287800628,-1.8152562434522201,0.18925875425338745,0.22724973834802029,2.6156447366226865,1.3769673957295705
45,100000,-0.502056030302308,-0.27876841264980734,-2.4857143592826842,0.08588341623544693,0.4447464111088364,3.951069620229312,1.1710634093643553
45,10000000,-0.502056030302308,-0.5000523308988049,-2.5195240811828956,0.08588341623544693,0.003990987624024141,4.018412147476427,1.1710634093643553
46,10,-0.5643067527644875,-0.5216413775131434,-6.0012312338572995,-0.7414769530296326,0.07560670688828419,9.634696828378916,0.3139608012790993
46,1000,-0.5643067527644875,-0.18625957918945688,-12.528002325395466,-0.7490563988685608,0.6699320391312205,21.200695391330907,0.3273922298448522
46,100000,-0.5643067527644875,-0.37848667188355756,2.966039336322612,-0.6456202864646912,0.32928913214420036,6.256076277294671,0.1440945608073199
46,10000000,-0.5643067527644875,-0.6028445153769034,2.857970811054193,-0.6456202864646912,0.06829222302165078,6.064569575064012,0.1440945608073199
47,10,0.7787585445450184,1.0829081495049997,1.306247616124936,1.178459644317627,0.39055700523668424,0.6773461110312409,0.5132542077032745
47,1000,0.7787585445450184,1.0997039285209966,0.4358826001255977,0.8183449506759644,0.4121243821003432,0.4402853064292763,0.05083270855676318
47,100000,0.7787585445450184,0.012733109152436988,0.5522396145454389,0.995520830154419,0.9836494774386377,0.29087183901387664,0.27834338015005883
47,10000000,0.7787585445450184,0.7849484412287835,0.540339018109958,0.995520830154419,0.007948415753667925,0.30615333610799034,0.27834338015005883
48,10,-0.7060052675272084,2.5403573405950786,-1.196543284148757,-0.4090085029602051,4.598213012620586,0.694807870682982,0.420672165247772
48,1000,-0.7060052675272084,-0.6803637074549138,-0.6191753863193881,-0.5724959373474121,0.03631921920654279,0.12298758267334602,0.18910528904042634
48,100000,-0.7060052675272084,-0.0732730935407098,-0.7032757934937164,-0.6646285057067871,0.8962145228783496,0.003866081683854868,0.05860687408940143
48,10000000,-0.7060052675272084,-0.05913099627202391,-0.6987665361420583,-0.6646285057067871,0.9162456726716347,0.010253084103046168,0.05860687408940143
49,10,-0.7457832584147577,-3.3840669764068254,-38.6441170575928,-1.7966604232788086,3.5376011572048736,50.816820264556505,1.4090919218243154
